15716,2019-12-15T16:21:03.569642,1.895284
15716,2019-12-15T16:21:05.572127,3.7405
15716,2019-12-15T16:21:07.574282,4.803944
15716,2019-12-15T16:21:09.574766,1.193624
15716,2019-12-15T16:21:11.576971,7.077036
15716,2019-12-15T16:21:13.578764,4.243148
15716,2019-12-15T16:21:15.580556,2.21752
15716,2019-12-15T16:21:17.581359,3.04544
15716,2019-12-15T16:21:19.582851,4.730092
15716,2019-12-15T16:21:21.585207,4.649996
15716,2019-12-15T16:21:23.586757,2.873248
15716,2019-12-15T16:21:25.588966,4.306984
15716,2019-12-15T16:21:27.590773,0.307916
15716,2019-12-15T16:21:29.593157,1.090576
15716,2019-12-15T16:21:31.594773,1.663748
15716,2019-12-15T16:21:33.595903,0.67074
15716,2019-12-15T16:21:35.598119,1.42514
15716,2019-12-15T16:21:37.599220,0.379136
72
15716,2019-12-15T16:21:12.258580,3.988196
15716,2019-12-15T16:21:14.260918,2.597724
15716,2019-12-15T16:21:16.261520,2.65786
15716,2019-12-15T16:21:18.261869,3.670764
15716,2019-12-15T16:21:20.262783,5.612684
15716,2019-12-15T16:21:22.265132,4.317024
15716,2019-12-15T16:21:24.267168,4.02926
15716,2019-12-15T16:21:26.268775,1.94286
15716,2019-12-15T16:21:28.270762,0.53686
15716,2019-12-15T16:21:30.273151,1.788056
15716,2019-12-15T16:21:32.274154,2.200344
15716,2019-12-15T16:21:34.275028,0.642508
15716,2019-12-15T16:21:36.277729,1.536936
15716,2019-12-15T16:21:38.278849,0.25222
